ref,name,address
host#1955,Mr Host 1955,1955 Camden Street
host#1956,Mr Host 1956,1956 Camden Street
host#1957,Mr Host 1957,1957 Camden Street
host#1958,Mr Host 1958,1958 Camden Street
host#1959,Mr Host 1959,1959 Camden Street
host#1960,Mr Host 1960,1960 Camden Street
host#1961,Mr Host 1961,1961 Camden Street
host#1962,Mr Host 1962,1962 Camden Street
host#1963,Mr Host 1963,1963 Camden Street
host#1964,Mr Host 1964,1964 Camden Street
host#1965,Mr Host 1965,1965 Camden Street
host#1966,Mr Host 1966,1966 Camden Street
host#1967,Mr Host 1967,1967 Camden Street
host#1968,Mr Host 1968,1968 Camden Street
host#1969,Mr Host 1969,1969 Camden Street
host#1970,Mr Host 1970,1970 Camden Street
host#1971,Mr Host 1971,1971 Camden Street
host#1972,Mr Host 1972,1972 Camden Street
host#1973,Mr Host 1973,1973 Camden Street
host#1974,Mr Host 1974,1974 Camden Street
host#1975,Mr Host 1975,1975 Camden Street
host#1976,Mr Host 1976,1976 Camden Street
host#1977,Mr Host 1977,1977 Camden Street
host#1978,Mr Host 1978,1978 Camden Street
host#1979,Mr Host 1979,1979 Camden Street
host#1980,Mr Host 1980,1980 Camden Street
host#1981,Mr Host 1981,1981 Camden Street
host#1982,Mr Host 1982,1982 Camden Street
host#1983,Mr Host 1983,1983 Camden Street
host#1984,Mr Host 1984,1984 Camden Street
host#1985,Mr Host 1985,1985 Camden Street
host#1986,Mr Host 1986,1986 Camden Street
host#1987,Mr Host 1987,1987 Camden Street
host#1988,Mr Host 1988,1988 Camden Street
host#1989,Mr Host 1989,1989 Camden Street
host#1990,Mr Host 1990,1990 Camden Street
host#1991,Mr Host 1991,1991 Camden Street
host#1992,Mr Host 1992,1992 Camden Street
host#1993,Mr Host 1993,1993 Camden Street
host#1994,Mr Host 1994,1994 Camden Street
host#1995,Mr Host 1995,1995 Camden Street
host#1996,Mr Host 1996,1996 Camden Street
host#1997,Mr Host 1997,1997 Camden Street
host#1998,Mr Host 1998,1998 Camden Street
host#1999,Mr Host 1999,1999 Camden Street
host#2000,Mr Host 2000,2000 Camden Street
